****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.090     0.000    32.000    14.000     0.000     0.000     0.050     0.000   0.00030
     2.000     0.085     0.000    32.000    12.000     0.000     0.000     0.050     0.000   0.00030
     4.000     0.070     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     6.000     0.065     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     8.000     0.060     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    10.000     0.055     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    12.000     0.050     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (MGD)     (psu)       (C)    (mg/L)
      0.08      0.31     45.00     30.00     18.00      6.10     10.20    102.00     11.00      8.00      0.00      2.63    100.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth        DO
      Step (FluxAvg)       (m)       (m)       (m)       (m)    (mg/L)
   508.492   287.376   464.000     2.528     7.415
   509.319   287.848   465.000     2.534     7.415
   510.147   288.322   466.000     2.539     7.415
   510.976   288.795   467.000     2.545     7.415
   511.804   289.268   468.000     2.550     7.413
   512.634   289.742   469.000     2.556     7.413
   513.464   290.216   470.000     2.561     7.413
   514.294   290.691   471.000     2.567     7.413
   515.125   291.165   472.000     2.572     7.413
   515.956   291.640   473.000     2.578     7.413
   516.788   292.115   474.000     2.584     7.413
   517.621   292.591   475.000     2.589     7.413
   518.454   293.066   476.000     2.595     7.413
   519.287   293.542   477.000     2.600     7.411
   520.121   294.019   478.000     2.606     7.411
   520.956   294.495   479.000     2.611     7.411
   521.790   294.972   480.000     2.617     7.411
   522.626   295.449   481.000     2.622     7.411
   523.462   295.926   482.000     2.628     7.411
   524.298   296.403   483.000     2.633     7.411
   525.135   296.881   484.000     2.639     7.411
   525.973   297.359   485.000     2.644     7.410
   526.811   297.837   486.000     2.650     7.410
   527.649   298.316   487.000     2.655     7.410
   528.488   298.795   488.000     2.661     7.410
   529.327   299.274   489.000     2.666     7.410
   530.167   299.753   490.000     2.672     7.410
   531.008   300.232   491.000     2.677     7.410
   531.848   300.712   492.000     2.683     7.410
   532.690   301.192   493.000     2.689     7.410
   533.532   301.673   494.000     2.694     7.409
   534.374   302.153   495.000     2.700     7.409
   535.217   302.634   496.000     2.705     7.409
   536.060   303.115   497.000     2.711     7.409
   536.904   303.596   498.000     2.716     7.409
   537.748   304.078   499.000     2.722     7.409
   538.593   304.560   500.000     2.727     7.409
   539.438   305.042   501.000     2.733     7.409
   540.284   305.524   502.000     2.738     7.409
   540.574   305.689   502.342     2.740     7.409
