****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.090     0.000    32.000    14.000     0.000     0.000     0.050     0.000   0.00030
     2.000     0.085     0.000    32.000    12.000     0.000     0.000     0.050     0.000   0.00030
     4.000     0.070     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     6.000     0.065     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     8.000     0.060     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    10.000     0.055     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    12.000     0.050     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (MGD)     (psu)       (C)    (mg/L)
      0.08      0.31     45.00     30.00     18.00      6.10     10.20    102.00     11.00      8.00      0.00      2.63    100.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth        DO
      Step (FluxAvg)       (m)       (m)       (m)       (m)    (mg/L)
   470.995   265.912   418.000     2.274   -52.831
   471.798   266.373   419.000     2.280   -52.831
   472.602   266.834   420.000     2.285   -52.831
   473.406   267.295   421.000     2.291   -52.831
   474.211   267.756   422.000     2.296   -52.831
   475.016   268.218   423.000     2.302   -52.831
   475.822   268.680   424.000     2.307   -52.010
   476.628   269.142   425.000     2.313   -52.010
   477.435   269.605   426.000     2.318   -52.010
   478.243   270.067   427.000     2.324   -52.010
   479.051   270.530   428.000     2.329   -52.010
   479.860   270.994   429.000     2.335   -52.010
   480.669   271.457   430.000     2.340   -52.010
   481.478   271.921   431.000     2.346   -52.010
   482.289   272.385   432.000     2.351   -52.010
   483.099   272.850   433.000     2.357   -51.206
   483.911   273.314   434.000     2.362   -51.206
   484.722   273.779   435.000     2.368   -51.206
   485.535   274.244   436.000     2.374   -51.206
   486.348   274.710   437.000     2.379   -51.206
   487.161   275.175   438.000     2.385   -51.206
   487.975   275.641   439.000     2.390   -51.206
   488.789   276.107   440.000     2.396   -51.206
   489.604   276.574   441.000     2.401   -51.206
   490.420   277.041   442.000     2.407   -50.417
   491.236   277.508   443.000     2.412   -50.417
   492.052   277.975   444.000     2.418   -50.417
   492.869   278.442   445.000     2.423   -50.417
   493.687   278.910   446.000     2.429   -50.417
   494.505   279.378   447.000     2.434   -50.417
   495.324   279.847   448.000     2.440   -50.417
   496.143   280.315   449.000     2.445   -50.417
   496.963   280.784   450.000     2.451   -49.644
   497.783   281.253   451.000     2.456   -49.644
   498.603   281.723   452.000     2.462   -49.644
   499.425   282.192   453.000     2.467   -49.644
   500.246   282.662   454.000     2.473   -49.644
   501.069   283.132   455.000     2.479   -49.644
   501.891   283.603   456.000     2.484   -49.644
   502.715   284.073   457.000     2.490   -49.644
   503.538   284.544   458.000     2.495   -49.644
   504.363   285.016   459.000     2.501   -48.887
   505.188   285.487   460.000     2.506   -48.887
   506.013   285.959   461.000     2.512   -48.887
   506.839   286.431   462.000     2.517   -48.887
   507.665   286.903   463.000     2.523   -48.887
   508.492   287.376   464.000     2.528   -48.887
   509.319   287.848   465.000     2.534   -48.887
   510.147   288.322   466.000     2.539   -48.887
   510.976   288.795   467.000     2.545   -48.887
   511.804   289.268   468.000     2.550   -48.144
   512.634   289.742   469.000     2.556   -48.144
   513.464   290.216   470.000     2.561   -48.144
   514.294   290.691   471.000     2.567   -48.144
   515.125   291.165   472.000     2.572   -48.144
   515.956   291.640   473.000     2.578   -48.144
   516.788   292.115   474.000     2.584   -48.144
   517.621   292.591   475.000     2.589   -48.144
   518.454   293.066   476.000     2.595   -48.144
   519.287   293.542   477.000     2.600   -47.416
   520.121   294.019   478.000     2.606   -47.416
   520.956   294.495   479.000     2.611   -47.416
   521.790   294.972   480.000     2.617   -47.416
   522.626   295.449   481.000     2.622   -47.416
   523.462   295.926   482.000     2.628   -47.416
   524.298   296.403   483.000     2.633   -47.416
   525.135   296.881   484.000     2.639   -47.416
   525.973   297.359   485.000     2.644   -46.703
   526.811   297.837   486.000     2.650   -46.703
   527.649   298.316   487.000     2.655   -46.703
   528.488   298.795   488.000     2.661   -46.703
   529.327   299.274   489.000     2.666   -46.703
   530.167   299.753   490.000     2.672   -46.703
   531.008   300.232   491.000     2.677   -46.703
   531.848   300.712   492.000     2.683   -46.703
   532.690   301.192   493.000     2.689   -46.703
   533.532   301.673   494.000     2.694   -46.004
   534.374   302.153   495.000     2.700   -46.004
   535.217   302.634   496.000     2.705   -46.004
   536.060   303.115   497.000     2.711   -46.004
   536.904   303.596   498.000     2.716   -46.004
   537.748   304.078   499.000     2.722   -46.004
   538.593   304.560   500.000     2.727   -46.004
   539.438   305.042   501.000     2.733   -46.004
   540.284   305.524   502.000     2.738   -46.004
   540.574   305.689   502.342     2.740   -46.004
