****************************************************************************************************
----------------------------------------------------------------------------------------------------
Ambient Table:
     Depth   Amb-cur   Amb-dir   Amb-sal   Amb-tem   Amb-pol     Decay   Far-spd   Far-dir   Disprsn
       (m)     (m/s)     (deg)     (psu)       (C)    (mg/L)   (1/day)     (m/s)     (deg)(m0.67/s2)
     0.000     0.090     0.000    32.000    14.000     0.000     0.000     0.050     0.000   0.00030
     2.000     0.085     0.000    32.000    12.000     0.000     0.000     0.050     0.000   0.00030
     4.000     0.070     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     6.000     0.065     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
     8.000     0.060     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    10.000     0.055     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
    12.000     0.050     0.000    32.000     8.000     0.000     0.000     0.050     0.000   0.00030
----------------------------------------------------------------------------------------------------
Diffuser Table:
     P-dia    P-elev   V-angle   H-angle     Ports   Spacing   AcuteMZ   ChrncMZ   P-depth   Ttl-flo   Eff-sal      Temp   Polutnt
       (m)       (m)     (deg)     (deg)       ( )       (m)       (m)       (m)       (m)     (MGD)     (psu)       (C)    (mg/L)
      0.08      0.31     45.00     30.00     18.00      6.10     10.20    102.00     11.00      8.00      0.00      2.63    100.00
----------------------------------------------------------------------------------------------------
Simulation Results:
              Dilutn     P-dia    x-posn    y-posn     Depth        DO
      Step (FluxAvg)       (m)       (m)       (m)       (m)    (mg/L)
   470.995   265.912   418.000     2.274   -44.354
   471.798   266.373   419.000     2.280   -44.354
   472.602   266.834   420.000     2.285   -44.354
   473.406   267.295   421.000     2.291   -44.354
   474.211   267.756   422.000     2.296   -44.354
   475.016   268.218   423.000     2.302   -44.354
   475.822   268.680   424.000     2.307   -43.603
   476.628   269.142   425.000     2.313   -43.603
   477.435   269.605   426.000     2.318   -43.603
   478.243   270.067   427.000     2.324   -43.603
   479.051   270.530   428.000     2.329   -43.603
   479.860   270.994   429.000     2.335   -43.603
   480.669   271.457   430.000     2.340   -43.603
   481.478   271.921   431.000     2.346   -43.603
   482.289   272.385   432.000     2.351   -43.603
   483.099   272.850   433.000     2.357   -42.869
   483.911   273.314   434.000     2.362   -42.869
   484.722   273.779   435.000     2.368   -42.869
   485.535   274.244   436.000     2.374   -42.869
   486.348   274.710   437.000     2.379   -42.869
   487.161   275.175   438.000     2.385   -42.869
   487.975   275.641   439.000     2.390   -42.869
   488.789   276.107   440.000     2.396   -42.869
   489.604   276.574   441.000     2.401   -42.869
   490.420   277.041   442.000     2.407   -42.153
   491.236   277.508   443.000     2.412   -42.153
   492.052   277.975   444.000     2.418   -42.153
   492.869   278.442   445.000     2.423   -42.153
   493.687   278.910   446.000     2.429   -42.153
   494.505   279.378   447.000     2.434   -42.153
   495.324   279.847   448.000     2.440   -42.153
   496.143   280.315   449.000     2.445   -42.153
   496.963   280.784   450.000     2.451   -41.452
   497.783   281.253   451.000     2.456   -41.452
   498.603   281.723   452.000     2.462   -41.452
   499.425   282.192   453.000     2.467   -41.452
   500.246   282.662   454.000     2.473   -41.452
   501.069   283.132   455.000     2.479   -41.452
   501.891   283.603   456.000     2.484   -41.452
   502.715   284.073   457.000     2.490   -41.452
   503.538   284.544   458.000     2.495   -41.452
   504.363   285.016   459.000     2.501   -40.768
   505.188   285.487   460.000     2.506   -40.768
   506.013   285.959   461.000     2.512   -40.768
   506.839   286.431   462.000     2.517   -40.768
   507.665   286.903   463.000     2.523   -40.768
   508.492   287.376   464.000     2.528   -40.768
   509.319   287.848   465.000     2.534   -40.768
   510.147   288.322   466.000     2.539   -40.768
   510.976   288.795   467.000     2.545   -40.768
   511.804   289.268   468.000     2.550   -40.099
   512.634   289.742   469.000     2.556   -40.099
   513.464   290.216   470.000     2.561   -40.099
   514.294   290.691   471.000     2.567   -40.099
   515.125   291.165   472.000     2.572   -40.099
   515.956   291.640   473.000     2.578   -40.099
   516.788   292.115   474.000     2.584   -40.099
   517.621   292.591   475.000     2.589   -40.099
   518.454   293.066   476.000     2.595   -40.099
   519.287   293.542   477.000     2.600   -39.445
   520.121   294.019   478.000     2.606   -39.445
   520.956   294.495   479.000     2.611   -39.445
   521.790   294.972   480.000     2.617   -39.445
   522.626   295.449   481.000     2.622   -39.445
   523.462   295.926   482.000     2.628   -39.445
   524.298   296.403   483.000     2.633   -39.445
   525.135   296.881   484.000     2.639   -39.445
   525.973   297.359   485.000     2.644   -38.806
   526.811   297.837   486.000     2.650   -38.806
   527.649   298.316   487.000     2.655   -38.806
   528.488   298.795   488.000     2.661   -38.806
   529.327   299.274   489.000     2.666   -38.806
   530.167   299.753   490.000     2.672   -38.806
   531.008   300.232   491.000     2.677   -38.806
   531.848   300.712   492.000     2.683   -38.806
   532.690   301.192   493.000     2.689   -38.806
   533.532   301.673   494.000     2.694   -38.181
   534.374   302.153   495.000     2.700   -38.181
   535.217   302.634   496.000     2.705   -38.181
   536.060   303.115   497.000     2.711   -38.181
   536.904   303.596   498.000     2.716   -38.181
   537.748   304.078   499.000     2.722   -38.181
   538.593   304.560   500.000     2.727   -38.181
   539.438   305.042   501.000     2.733   -38.181
   540.284   305.524   502.000     2.738   -38.181
   540.574   305.689   502.342     2.740   -38.181
